id	question1	question2	pre_label
3016	申请监督材料不齐备的如何处理？	申请监督材料不齐备的情况有哪些？	1
3017	刑事申诉案件所包含的范围？	刑事申诉都包括哪些？	1
3018	无效婚姻的情形有哪些？	无效婚姻的情形包括哪些？	1
3019	申请人身安全保护令保护期限多长？	怎样给孩子申请保护令	0
3020	单位未缴纳公积金，我可以要求单位补缴吗？	公司没有给员工交公积金，员工可以要求公司补交公积金么？	1
3021	进口的预包装食品以及食品添加剂的标签和说明书应该满足什么规定	哪些要求是进口的预包装食品和食品添加剂的标签和说明书应该符合的	1
3022	犯危险驾驶罪，会判处缓刑么？	危险驾驶罪判拘役能不能申请缓刑吗	0
3023	金融机构及其分支机构，发放贷款等相关金融业务引发的纠纷是否适用民间借贷的规定	金融机构及其分支机构，发放补偿等相关金融业务引发的纠纷是否适用民间借贷的规定	0
3024	我私自安装警报器怎么处罚？	没有按照法律安装警报器会受到怎样的处罚？	1
3025	司机离开现场去找救援算不算肇事逃逸？	肇事司机离开现场车没动 也留人了算逃逸吗？	0
3026	我被追究刑事责任，公司解雇我合法吗？	我因为犯罪被公司解雇，公司的做法违法吗？	1
3027	个人承包是否发生继承	农村土地承包权是否可以继承	0
3028	征收集体所有的土地，应当如何维护被征地农民的合法权益	征收属于集体的土地，怎么才能维护被征地农民的合法权益	1
3029	偷税漏税的罪行如何判	偷税罪量刑都有什么？	1
3030	我是否可以增设、调换、更新道路交通信号	中华人民共和国道路交通安全法考试	0
3031	离婚后一方发现另一方在婚姻存续期内与第三人生育子女的是否可以要求精神损害赔偿	离婚后发现对方在婚姻存续期间有出轨行为还可以要求赔偿吗	0
3032	不服人民法院生效民事裁判申请监督	不服法院生效民事裁判申请监督	1
3033	成年人和未成年人发生关系在同意情况下算是强奸吗？	成年人和未成年人发生关系在同意情况下算是强奸吗	1
3034	对简易程序是否有权利同意适用	可以同意适用简易程序吗？	1
3035	依照法律规定需要进行注册的保健食品，在注册时要提交哪些文件	按照法规应该去注册的保健品在注册时有哪些文件需要提交	1
3036	我和对方没领证就同居，合法吗？	我和我老婆未领结婚证,他又和别人同居,可以告吗	1
3037	监督行政执法机关移送涉嫌犯罪案件基本流程是什么？	检察机关如何监督行政执法机关移送刑事案件	0
3038	持票人的票据权利为什么要由背书的连续性来证明？	哪些是背书的连续性能证明持票人的票据权利的理由	1
3039	我朋友被判处有期徒刑的，我可以去探视吗？	朋友被判无期徒刑，可以去监狱看吗	1
3040	借钱的人去世了，是否可以向其孩子讨要债务	父母在去世前借的钱，债务人可以向我讨要债务吗	1
3041	噪音太大影响我休息该怎么办	噪音让我休息不好怎么办？急！！！	1
3042	怎么区分董事和董事长？	某公司董事与董事长的不同是什么？	1
3043	未按要求进行食品贮存、运输和装卸的，该如何进行处罚	食品贮存运输制度	0
3044	骗多少钱可以立案？	谁知道诈骗多少金额能立案？	1
3045	保单遗失，保险公司能拒赔吗？	保险公司拒赔保单遗失人的钱，此做法可以吗？	1
3046	未按要求进行食品贮存、运输和装卸的，该如何进行处罚	怎么处罚没有按要求进行食品贮存、运输和装卸的行为	1
3047	什么是严重不良行为？	如何去预防中学生的不良行为？	0
3048	行政复议制度与行政诉讼制度是什么关系？	行政诉讼与行政复议的区别是什么	0
3049	成年人和未成年人发生关系在同意情况下算是强奸吗	成年人和未成年人发生性关系算强奸吗	1
3050	偷税罪是如何判刑的？	偷税罪量刑都有什么？	1
3051	申请伤残鉴定的时间有要求吗？要多久？	伤残鉴定什么时候做好，有期限吗？	1
3052	当事人是否可以请求解除同居关系	“解除同居关系协议书”,有法律效力吗？	0
3053	签订合同之后，对方完全没有履行，这样算是合同诈骗么	朋友在合同签订以后并不执行,请问他是否构成合同诈骗?	1
3054	未决赔款准备金保险公司应怎么提取？	保险公司怎么提取未决赔款准备金？	1
3055	劳动合同到期，不续签了，单位是不是应该给员工支付经济补偿金？	劳动合同期满，用人单位不续签合同，需要给劳动者支付经济补偿金吗	1
3056	冒名签订抵押担保合同是否有效？被冒名人要担责吗？	吃惊：妻子与他人冒充夫妻签订的抵押房屋合同有效吗	0
3057	试用期内劳动者是否可以任意解除劳动合同	试用期内用人单位是否可以解除劳动合同	1
3058	借贷双方对借贷利息约定不明的，出借人主张利息的，人民法院应当如何处理	双方在借贷的时候没有确定借贷利息的，出借人主张利息的，人民法院应当如何处理	1
3059	一个刑事案件经过几审就结束了？	一般刑事案件几个月能结束	1
3060	录音遗嘱撤销或变更公正遗嘱违反法律吗	录音遗嘱撤销或变更公正遗嘱合法吗	1
3061	投保人与保险标的之间的利益关系如何体现？	保险标的和保险利益有何区别和联系？	0
3062	朋友欠我钱不还，他会被拘留吗	我管朋友借了两千块钱，不还会被拘留吗	1
3063	土地做担保合同的标的物违法么？	土地转租他人未经出租人同意是否有效	0
3064	消费者协会能否因消费者权益受到侵害而提起诉讼？	消费者权益受到侵害时应如何维权？	0
3065	股份有限公司设立条件？	有限责任的设立程序是怎样的。	0
3066	如何确定加工承揽合同纠纷案件的合同履行地？	如何确定合同履行地管辖法院	0
3067	没有登记的股权质押合同具有法律效力吗？	股权质押合同是不是不登记就没有效力？	1
3068	租房未到合同期限，不想租了，能合同能解除么？	房子到期后，要解除租房合同，需要什么样的流程？	0
3069	劳动者在担任工会主席期间，劳动合同到期可以终止吗？	公司能不能终止劳动合同到期工会主席的劳动关系？	1
3070	涉外离婚财产怎么分割？	涉外离婚财产分割是怎样的	1
3071	变更税务登记需要什么材料？	变更税务登记需要准备哪些材料？	1
3072	进口的预包装食品没有中文标签、中文说明书或者标签、说明书不符合本条规定的，是否可以进口	进口的预包装食品没有中文标签、中文说明书或者标签、说明书不符合本条规定的，能退回到出口国吗	0
3073	卖淫、嫖娼的，应当如何处罚？	强迫他人卖淫的，量刑标准怎样	1
3074	暑假打工受伤，怎么要求赔偿？	暑假打工受伤，怎么办？	0
3075	一直照顾有智障残疾的亲戚能分配对方的财产吗？	一直照顾生活不能自理的亲戚能分配对方的财产吗？	1
3076	我要怎么证明和公司存在劳动关系？	和公司存在劳动关系我需要如何证明	1
3077	交通事故工伤赔偿由谁出？	交通事故工资赔偿，交通事故工伤工资应该谁承担呢？	1
3078	婚前个人债务，婚后会转为夫妻共同债务吗？	婚前个人债务，婚后会转为夫妻共同财产吗？	1
3079	创业板上市，对公司财力有什么要求？	谁能告诉我一下创业板的上市公司标准是什么？	0
3080	哪些属于债务人或者第三人的财产可以抵押	可以对债务人或者第三人的哪些财产进行抵押	1
3081	设立一个有限公司需具备哪些条件？	哪些条件可以设里一个有限公司？	1
3082	股份有限公司有哪些设立方式？	股份有限公司设立的条件是什么	0
3083	买卖合同中什么情形下买受人可以中止支付价款	商品房买受人在什么情况下可解除买卖合同	0
3084	制定食品安全国家标准的依据是什么	我国制定食品安全国家标准依据的是什么	1
3085	劳动关系的三方分别是谁	如何构建和谐劳动关系	0
3086	约定夫妻个人的债务各自承担如何生效？	夫妻约定各自承担个人的债务怎样会有效？	1
3087	地役权合同一般包括哪些条款	地役权会议一般包括哪些条款	0
3088	试用期间应该享有哪些待遇？	试用期学习期间有工资吗	0
3089	合同权利义务终止后，合同当事人违反义务是否需要承担责任？	对方想中止合同的义务，但是我不同意，请问应该怎么处理呢？	0
3090	委托代理人的概念？	委托代理人怎么认定？	1
3091	因经济纠纷被对方强行扣押我的财物，我该怎么办？	有经济纠纷的情况下可以私自扣押对方车辆吗	0
3092	订立借款合同可以采用什么形式，其内容主要有什么？	企业与企业之间签订借款合同可以吗？	0
3093	只有女儿收养一儿子能得到支持吗？	有一个女儿可以再收养一个儿子吗？	1
3094	公司决定要提前解散的，劳动合同是不是也就终止了	公司提前解散是否终止了劳动合同	1
3095	劳务外包后，企业需要给劳动者买社保吗？	企业需要给劳动者买社保吗？	1
3096	单位集资诈骗罪如何判刑？	集资诈骗罪是如何量刑的	0
3097	儿子私自用父母房屋办理抵押贷款不还，要以房抵债吗？	我儿子私自用我的房子办理抵押贷款不还，房子要用来抵债吗	1
3098	小区的垃圾堆积严重，物业公司总是不及时清理，怎么办？	小区垃圾未清理，第一责任人应属于物业公司哪个部门	0
3099	股份有限公司怎样通过重大资产交易决议？	股份有限公司通过重大资产交易决议的方式是什么	1
3100	解除收养关系后，养子女对养父母还有赡养义务吗？	养子女在解除收养关系后还有对养父母的赡养义务吗	1
3101	未签施工合同，施工工人受伤，发包人需要承担责任吗？	工人在施工时候受伤，由于没有签施工合同，发包人需要担责么	1
3102	工程勘察、设计合同一般包括哪些内容？	一般工程设计签几份合同？都那几分啊	0
3103	在校内跳楼自自杀的大学生，学校要赔偿吗？	大学生在校跳楼自杀学校应赔偿吗？	1
